competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5955062,True,False,DET,BOS,DET @ BOS,NBA,2023-12-29 00:30:00+00:00,TD Garden
5956436,True,False,MEM,DEN,MEM @ DEN,NBA,2023-12-29 02:00:00+00:00,Pepsi Center
5957798,True,False,SAS,POR,SAS @ POR,NBA,2023-12-29 03:00:00+00:00,Moda Center at the Rose Quarter
5959322,True,False,CHA,LAL,CHA @ LAL,NBA,2023-12-29 03:30:00+00:00,Staples Center
5959323,True,False,CHA,LAL,CHA @ LAL,NBA,2023-12-29 04:30:00+00:00,Staples Center
5959327,True,False,CHA,LAL,CHA @ LAL,NBA,2023-12-29 04:50:00+00:00,Staples Center
5959760,True,False,IND,CHI,IND @ CHI,NBA,2023-12-29 01:00:00+00:00,United Center
5960786,True,False,UTA,NOP,UTA @ NOP,NBA,2023-12-29 01:00:00+00:00,New Orleans Arena
5961080,True,False,MIA,GSW,MIA @ GSW,NBA,2023-12-29 03:00:00+00:00,Chase Center
5961086,True,False,DAL,MIN,DAL @ MIN,NBA,2023-12-29 01:00:00+00:00,Target Center
