competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
6127686,True,False,PHI,CHI,PHI @ CHI,NBA,2025-12-27 00:30:00+00:00,United Center
6127902,True,False,TOR,WAS,TOR @ WAS,NBA,2025-12-27 00:00:00+00:00,Verizon Center
6127938,True,False,MIA,ATL,MIA @ ATL,NBA,2025-12-27 00:00:00+00:00,Philips Arena
6128976,True,False,CHA,ORL,CHA @ ORL,NBA,2025-12-27 00:00:00+00:00,Amway Center
6129534,True,False,DET,UTA,DET @ UTA,NBA,2025-12-27 02:30:00+00:00,EnergySolutions Arena
6131340,True,False,LAC,POR,LAC @ POR,NBA,2025-12-27 03:00:00+00:00,Moda Center at the Rose Quarter
6131341,True,False,LAC,POR,LAC @ POR,NBA,2025-12-27 04:00:00+00:00,Moda Center at the Rose Quarter
6131784,True,False,BOS,IND,BOS @ IND,NBA,2025-12-27 00:00:00+00:00,Bankers Life Fieldhouse
6132648,True,False,MIL,MEM,MIL @ MEM,NBA,2025-12-27 01:00:00+00:00,FedExForum
6133668,True,False,PHX,NOP,PHX @ NOP,NBA,2025-12-27 01:00:00+00:00,New Orleans Arena
