competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
6043585,True,False,MIA,BOS,MIA @ BOS,NBA,2025-04-02 23:30:00+00:00,TD Garden
6044599,True,False,SAC,WAS,SAC @ WAS,NBA,2025-04-02 23:00:00+00:00,Verizon Center
6044755,True,False,NYK,CLE,NYK @ CLE,NBA,2025-04-02 23:00:00+00:00,Quicken Loans Arena
6045181,True,False,ATL,DAL,ATL @ DAL,NBA,2025-04-03 00:30:00+00:00,American Airlines Center
6045469,True,False,SAS,DEN,SAS @ DEN,NBA,2025-04-03 01:00:00+00:00,Pepsi Center
6046999,True,False,UTA,HOU,UTA @ HOU,NBA,2025-04-03 00:00:00+00:00,Toyota Center
6047431,True,False,CHA,IND,CHA @ IND,NBA,2025-04-02 23:00:00+00:00,Bankers Life Fieldhouse
6047953,True,False,NOP,LAC,NOP @ LAC,NBA,2025-04-03 02:30:00+00:00,Intuit Dome
6047954,True,False,NOP,LAC,NOP @ LAC,NBA,2025-04-03 03:30:00+00:00,Intuit Dome
6049789,True,False,DET,OKC,DET @ OKC,NBA,2025-04-03 01:30:00+00:00,Chesapeake Energy Arena
