competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5955014,True,False,PHX,UTA,PHX @ UTA,NBA,2023-11-18 03:00:00+00:00,EnergySolutions Arena
5955452,True,False,BOS,TOR,BOS @ TOR,NBA,2023-11-18 00:30:00+00:00,Air Canada Centre
5955506,True,False,PHI,ATL,PHI @ ATL,NBA,2023-11-18 00:30:00+00:00,Philips Arena
5955884,True,False,NYK,WAS,NYK @ WAS,NBA,2023-11-18 00:00:00+00:00,Verizon Center
5956394,True,False,SAC,SAS,SAC @ SAS,NBA,2023-11-18 00:30:00+00:00,AT&T Center
5957666,True,False,LAL,POR,LAL @ POR,NBA,2023-11-18 03:00:00+00:00,Moda Center at the Rose Quarter
5958104,True,False,HOU,LAC,HOU @ LAC,NBA,2023-11-18 03:30:00+00:00,Staples Center
5958105,True,False,HOU,LAC,HOU @ LAC,NBA,2023-11-18 04:30:00+00:00,Staples Center
5958109,True,False,HOU,LAC,HOU @ LAC,NBA,2023-11-18 04:50:00+00:00,Staples Center
5958374,True,False,MIL,CHA,MIL @ CHA,NBA,2023-11-18 00:00:00+00:00,Time Warner Cable Arena
5959436,True,False,DET,CLE,DET @ CLE,NBA,2023-11-18 00:30:00+00:00,Quicken Loans Arena
5959580,True,False,ORL,CHI,ORL @ CHI,NBA,2023-11-18 01:00:00+00:00,United Center
5960720,True,False,DEN,NOP,DEN @ NOP,NBA,2023-11-18 01:00:00+00:00,New Orleans Arena
