competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5955350,True,False,OKC,BOS,OKC @ BOS,NBA,2024-04-03 23:30:00+00:00,TD Garden
5955902,True,False,DET,ATL,DET @ ATL,NBA,2024-04-03 23:30:00+00:00,Philips Arena
5956280,True,False,LAL,WAS,LAL @ WAS,NBA,2024-04-03 23:00:00+00:00,Verizon Center
5957552,True,False,IND,BKN,IND @ BKN,NBA,2024-04-03 23:30:00+00:00,Barclays Center
5958422,True,False,CLE,PHX,CLE @ PHX,NBA,2024-04-04 02:00:00+00:00,US Airways Center
5958423,True,False,CLE,PHX,CLE @ PHX,NBA,2024-04-04 03:00:00+00:00,US Airways Center
5958427,True,False,CLE,PHX,CLE @ PHX,NBA,2024-04-04 03:20:00+00:00,US Airways Center
5958974,True,False,POR,CHA,POR @ CHA,NBA,2024-04-03 23:00:00+00:00,Time Warner Cable Arena
5960924,True,False,ORL,NOP,ORL @ NOP,NBA,2024-04-04 00:00:00+00:00,New Orleans Arena
5961284,True,False,TOR,MIN,TOR @ MIN,NBA,2024-04-04 00:00:00+00:00,Target Center
5961674,True,False,MEM,MIL,MEM @ MIL,NBA,2024-04-04 00:00:00+00:00,Fiserv Forum
