competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5955128,True,False,TOR,UTA,TOR @ UTA,NBA,2024-01-13 02:30:00+00:00,EnergySolutions Arena
5955620,True,False,IND,ATL,IND @ ATL,NBA,2024-01-13 00:30:00+00:00,Philips Arena
5956298,True,False,LAC,MEM,LAC @ MEM,NBA,2024-01-13 01:00:00+00:00,FedExForum
5956520,True,False,CHA,SAS,CHA @ SAS,NBA,2024-01-13 01:00:00+00:00,AT&T Center
5956568,True,False,NOP,DEN,NOP @ DEN,NBA,2024-01-13 03:00:00+00:00,Pepsi Center
5956569,True,False,NOP,DEN,NOP @ DEN,NBA,2024-01-13 04:00:00+00:00,Pepsi Center
5956573,True,False,NOP,DEN,NOP @ DEN,NBA,2024-01-13 04:20:00+00:00,Pepsi Center
5958722,True,False,SAC,PHI,SAC @ PHI,NBA,2024-01-13 00:30:00+00:00,Wells Fargo Center
5959910,True,False,GSW,CHI,GSW @ CHI,NBA,2024-01-13 01:00:00+00:00,United Center
5960402,True,False,ORL,MIA,ORL @ MIA,NBA,2024-01-13 01:00:00+00:00,AmericanAirlines Arena
5961116,True,False,POR,MIN,POR @ MIN,NBA,2024-01-13 01:00:00+00:00,Target Center
5961986,True,False,HOU,DET,HOU @ DET,NBA,2024-01-13 00:30:00+00:00,Little Caesars Arena
