competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
6127962,True,False,TOR,BOS,TOR @ BOS,NBA,2026-01-10 00:00:00+00:00,TD Garden
6128040,True,False,NOP,WAS,NOP @ WAS,NBA,2026-01-10 00:00:00+00:00,Verizon Center
6128346,True,False,LAC,BKN,LAC @ BKN,NBA,2026-01-10 00:30:00+00:00,Barclays Center
6129090,True,False,PHI,ORL,PHI @ ORL,NBA,2026-01-10 00:00:00+00:00,Amway Center
6129102,True,False,SAC,GSW,SAC @ GSW,NBA,2026-01-10 03:00:00+00:00,Chase Center
6130932,True,False,ATL,DEN,ATL @ DEN,NBA,2026-01-10 02:00:00+00:00,Pepsi Center
6131418,True,False,HOU,POR,HOU @ POR,NBA,2026-01-10 03:00:00+00:00,Moda Center at the Rose Quarter
6131826,True,False,NYK,PHX,NYK @ PHX,NBA,2026-01-10 02:00:00+00:00,US Airways Center
6132384,True,False,MIL,LAL,MIL @ LAL,NBA,2026-01-10 03:30:00+00:00,Staples Center
6132385,True,False,MIL,LAL,MIL @ LAL,NBA,2026-01-10 04:30:00+00:00,Staples Center
6132702,True,False,OKC,MEM,OKC @ MEM,NBA,2026-01-10 01:00:00+00:00,FedExForum
