competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
6128184,True,False,MIL,CHI,MIL @ CHI,NBA,2026-03-01 20:30:00+00:00,United Center
6128196,True,False,PHI,BOS,PHI @ BOS,NBA,2026-03-02 01:00:00+00:00,TD Garden
6128352,True,False,POR,ATL,POR @ ATL,NBA,2026-03-01 23:00:00+00:00,Philips Arena
6128616,True,False,CLE,BKN,CLE @ BKN,NBA,2026-03-01 20:30:00+00:00,Barclays Center
6129648,True,False,DET,ORL,DET @ ORL,NBA,2026-03-01 23:00:00+00:00,Amway Center
6130314,True,False,OKC,DAL,OKC @ DAL,NBA,2026-03-02 01:00:00+00:00,American Airlines Center
6131022,True,False,NOP,LAC,NOP @ LAC,NBA,2026-03-02 02:00:00+00:00,Intuit Dome
6131172,True,False,MIN,DEN,MIN @ DEN,NBA,2026-03-01 20:30:00+00:00,Pepsi Center
6132060,True,False,MEM,IND,MEM @ IND,NBA,2026-03-01 22:00:00+00:00,Bankers Life Fieldhouse
6132570,True,False,SAC,LAL,SAC @ LAL,NBA,2026-03-02 02:30:00+00:00,Staples Center
6132571,True,False,SAC,LAL,SAC @ LAL,NBA,2026-03-02 03:30:00+00:00,Staples Center
6133608,True,False,SAS,NYK,SAS @ NYK,NBA,2026-03-01 18:00:00+00:00,Madison Square Garden
