competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5955614,True,False,LAC,TOR,LAC @ TOR,NBA,2024-01-27 00:30:00+00:00,Air Canada Centre
5955692,True,False,DAL,ATL,DAL @ ATL,NBA,2024-01-27 00:00:00+00:00,Philips Arena
5956478,True,False,ORL,MEM,ORL @ MEM,NBA,2024-01-27 01:00:00+00:00,FedExForum
5956592,True,False,POR,SAS,POR @ SAS,NBA,2024-01-27 02:30:00+00:00,AT&T Center
5956593,True,False,POR,SAS,POR @ SAS,NBA,2024-01-27 03:30:00+00:00,AT&T Center
5956597,True,False,POR,SAS,POR @ SAS,NBA,2024-01-27 03:50:00+00:00,AT&T Center
5957504,True,False,PHX,IND,PHX @ IND,NBA,2024-01-27 00:00:00+00:00,Bankers Life Fieldhouse
5958614,True,False,HOU,CHA,HOU @ CHA,NBA,2024-01-27 00:00:00+00:00,Time Warner Cable Arena
5960840,True,False,OKC,NOP,OKC @ NOP,NBA,2024-01-27 01:00:00+00:00,New Orleans Arena
5961536,True,False,CLE,MIL,CLE @ MIL,NBA,2024-01-27 01:00:00+00:00,Fiserv Forum
